price;dist;season;rating;size;rooms;area;max_guests;bathrooms;close_to_beach
10993.8;19.02;Summer;5.21;79;3;City bowl;6;2;No
4743.27;13.8;Spring;4.28;63;1;Atlantic seaboard;3;2;Yes
6642.69;15.97;Autumn;4.02;80;3;City bowl;3;2;Yes
4384.45;17.88;Autumn;4.17;64;2;Southern suburbs;3;2;Yes
5881.64;15.55;Summer;2.18;62;2;Southern suburbs;2;2;No
5286.42;11.5;Autumn;4.04;65;1;Southern suburbs;3;2;No
4110.14;17.5;Summer;4.75;67;3;City bowl;6;3;No
6272.89;13.97;Summer;4.19;70;3;Atlantic seaboard;5;2;Yes
4273.61;14.9;Summer;3.96;61;2;Southern suburbs;4;2;Yes
3947.04;15.87;Summer;5.79;79;3;City bowl;5;3;No
4208.51;11.01;Autumn;3.79;64;1;City bowl;3;1;No
4643.47;14.98;Summer;3.95;56;1;Atlantic seaboard;3;2;No
5103.24;10.38;Autumn;4.74;65;1;Bloubergstrand region;3;2;No
6166.81;13.52;Summer;5.05;58;2;City bowl;4;1;Yes
5921.99;14.95;Autumn;4.35;77;2;City bowl;4;2;No
3525.21;15.02;Summer;4.9;73;2;Southern suburbs;4;2;No
5383.08;14.69;Summer;4.58;76;3;Atlantic seaboard;4;2;No
3750.21;16.68;Summer;3.81;62;2;Bloubergstrand region;4;1;No
4939.54;15.52;Winter;4.66;80;2;Atlantic seaboard;4;2;No
4958.97;16.63;Summer;4.16;77;2;City bowl;4;2;No
4576.54;16.22;Autumn;4.67;72;2;Bloubergstrand region;4;3;Yes
5672.56;19.44;Summer;4.17;71;2;Atlantic seaboard;3;2;Yes
4592.17;16.34;Summer;4.85;78;2;City bowl;4;3;Yes
4714.07;13.48;Summer;5.01;68;2;City bowl;4;2;Yes
6275.42;12.11;Summer;4.75;68;2;Atlantic seaboard;4;1;Yes
4333.65;20.04;Summer;3.2;62;2;City bowl;2;2;No
7492.92;19.51;Summer;6.1;76;2;Atlantic seaboard;4;3;Yes
5813.32;17.53;Summer;3.44;58;3;Atlantic seaboard;6;2;No
4999.67;15.55;Summer;4.3;80;1;Atlantic seaboard;3;1;No
6854.86;20.51;Spring;4.16;70;2;City bowl;4;1;Yes
5107.69;14.86;Summer;3.37;56;2;Southern suburbs;4;2;No
10011.54;21.59;Summer;4.47;83;3;Southern suburbs;6;3;No
6766.68;12.21;Summer;3.33;67;1;Atlantic seaboard;3;1;No
5015.39;12.9;Summer;4.83;84;2;City bowl;4;1;Yes
5544.57;18.25;Summer;4.7;60;3;Atlantic seaboard;4;3;Yes
5970.73;14.76;Summer;3.67;72;1;City bowl;3;2;No
6071.68;14.92;Spring;4.33;75;2;City bowl;4;2;No
8179.15;11.03;Spring;5.46;82;2;Atlantic seaboard;4;3;No
4845.52;10.55;Autumn;4.92;71;2;Atlantic seaboard;4;3;No
4736.87;15.68;Winter;4.82;70;2;Bloubergstrand region;3;2;No
5934.72;13.15;Summer;3.77;76;2;Southern suburbs;4;2;Yes
5859.23;12.55;Summer;3.99;55;2;Bloubergstrand region;4;2;No
6902.51;11.33;Summer;3.83;66;3;City bowl;5;3;No
6558.39;15.01;Autumn;4.13;74;3;Bloubergstrand region;5;3;Yes
4952.72;6.79;Winter;3.81;64;2;City bowl;4;2;No
4580.83;11.13;Autumn;3.24;73;1;Atlantic seaboard;3;1;No
10014.45;14.3;Autumn;4.73;71;3;Bloubergstrand region;6;2;Yes
6466.13;21.64;Spring;4.85;74;2;Atlantic seaboard;4;3;No
5629.06;11.09;Spring;4.06;83;4;City bowl;5;3;Yes
6866.14;14.18;Autumn;4.31;74;2;Southern suburbs;3;1;Yes
4560.22;11.87;Summer;4.54;66;2;Atlantic seaboard;4;3;Yes
7337.82;15.43;Summer;4.45;71;2;Atlantic seaboard;3;2;No
5588.29;18.47;Autumn;5.06;82;3;City bowl;6;3;No
4755.09;15.24;Winter;3.58;66;1;City bowl;2;1;No
4449.88;14.7;Summer;4.14;77;2;Bloubergstrand region;2;1;No
3815.94;12.92;Autumn;4.76;70;1;City bowl;3;1;No
6519.57;28;Spring;3.52;66;3;Bloubergstrand region;6;1;No
5721.67;9.18;Summer;3.7;66;2;City bowl;2;1;No
4214.16;16.72;Summer;4.19;67;3;Southern suburbs;5;2;No
5979.57;11.71;Summer;4.33;65;1;Bloubergstrand region;3;1;No
4734.22;14.25;Autumn;5.9;81;3;Atlantic seaboard;6;2;Yes
6806.42;12.82;Autumn;4.13;67;1;Atlantic seaboard;3;1;Yes
7078.74;7.75;Autumn;4.27;66;2;Atlantic seaboard;4;2;Yes
4799.29;14.8;Summer;4.08;73;3;Southern suburbs;6;3;Yes
4940.68;13.02;Summer;5.36;71;2;Bloubergstrand region;4;3;No
6448.16;15.94;Spring;5.26;71;3;Atlantic seaboard;6;3;Yes
7240.5;13.07;Autumn;4.7;68;2;Atlantic seaboard;4;3;No
8055.78;16.64;Summer;4.31;66;3;Bloubergstrand region;6;2;No
4213.64;13.3;Autumn;3.63;65;2;Atlantic seaboard;4;2;No
5766.57;13.49;Winter;3.75;63;1;Southern suburbs;3;2;No
6634.17;14.35;Autumn;3.83;77;2;Atlantic seaboard;4;2;No
4379.56;18.36;Summer;4.15;77;2;Bloubergstrand region;4;2;No
5203.2;15.09;Summer;3.92;82;1;Bloubergstrand region;3;2;No
5145.24;12.55;Summer;4.13;64;3;Bloubergstrand region;3;1;No
5567.64;13.42;Autumn;3.82;73;3;Southern suburbs;6;2;No
4334.37;12.55;Summer;4.72;69;1;Southern suburbs;3;2;No
5165.13;13.78;Spring;4.86;54;1;City bowl;2;2;Yes
5745.47;10.98;Summer;4.43;70;2;City bowl;4;2;No
5105.98;14.65;Summer;4.41;64;1;Atlantic seaboard;3;2;Yes
5570.37;19.61;Spring;3.81;66;2;Atlantic seaboard;4;3;No
5456.55;14.7;Summer;4.25;72;1;Southern suburbs;3;1;No
6865.74;11.88;Summer;3.73;66;2;Bloubergstrand region;4;3;No
5837.83;6.7;Summer;3.72;57;1;City bowl;3;1;Yes
5114.12;13.84;Summer;4.51;73;1;City bowl;3;3;No
5996.57;14.15;Summer;5.77;62;2;City bowl;4;3;No
4833.85;12.25;Summer;4.12;56;1;Bloubergstrand region;1;3;No
6788.27;17.43;Summer;3.95;73;3;Bloubergstrand region;4;3;Yes
6647.49;15.58;Autumn;3.89;61;3;Atlantic seaboard;5;2;No
4897.28;16.31;Summer;3.76;59;2;Southern suburbs;4;2;No
6079.68;14.8;Autumn;3.76;56;2;Bloubergstrand region;4;1;No
4328.37;13.36;Autumn;5.8;78;3;City bowl;6;2;Yes
6018.18;19.52;Summer;3.01;56;2;City bowl;4;3;No
5587.37;16.69;Autumn;4.15;68;1;Atlantic seaboard;3;1;Yes
6285.42;12.61;Summer;3.29;64;2;Southern suburbs;4;1;Yes
5991.56;15.68;Autumn;4.12;78;1;City bowl;1;1;No
6548.45;15.53;Summer;3.98;68;2;City bowl;4;2;No
5683.74;14.24;Winter;3.97;74;1;Southern suburbs;3;1;No
5702.88;15.34;Summer;4.34;68;2;City bowl;3;2;Yes
5431;17.86;Summer;3.96;66;3;Southern suburbs;3;2;No
5062.04;14.55;Winter;5.42;72;2;Southern suburbs;4;2;No
4123.25;14.08;Summer;5.11;72;2;Bloubergstrand region;4;2;No
4920.87;12.8;Spring;4.52;74;2;Atlantic seaboard;3;2;Yes
6441.88;14.8;Autumn;4.3;77;1;City bowl;2;1;No
7403.28;12.86;Autumn;5.2;74;3;Bloubergstrand region;6;1;Yes
6619.66;21.7;Autumn;4.28;89;4;City bowl;7;2;No
4803.71;18.07;Spring;4.02;72;3;Bloubergstrand region;3;2;Yes
5240.2;18.17;Autumn;4.33;74;2;Southern suburbs;4;2;No
5461.04;13.71;Summer;3.27;56;1;Southern suburbs;3;1;No
3801.77;7.72;Summer;2.75;81;1;Southern suburbs;3;1;Yes
6300.21;14.94;Summer;4.36;69;2;Atlantic seaboard;4;2;Yes
5408.69;18.81;Summer;4.66;66;2;Atlantic seaboard;3;1;Yes
4674.43;14.99;Winter;2.94;69;1;Bloubergstrand region;3;1;No
4761.03;16.18;Summer;4.84;74;2;Southern suburbs;4;1;No
5593.14;14.02;Autumn;4.77;73;3;Atlantic seaboard;6;3;No
3675.56;17.92;Summer;4.38;83;2;Southern suburbs;4;3;No
5283.49;10.38;Summer;4.82;76;2;Bloubergstrand region;4;3;No
4828.57;16.95;Autumn;2.33;64;2;Bloubergstrand region;4;1;Yes
5179.95;21.47;Autumn;5.18;65;2;City bowl;4;1;Yes
6767.06;10.74;Summer;4.79;75;2;Bloubergstrand region;3;2;No
4691.41;16.79;Summer;4.32;74;3;Southern suburbs;5;3;No
5287.34;13.05;Spring;4.6;58;3;City bowl;6;2;No
4907.9;15.32;Summer;4.28;83;2;Southern suburbs;4;1;No
4449.93;6.99;Autumn;4.27;72;3;Bloubergstrand region;6;3;Yes
4952.26;10.42;Autumn;3.21;57;3;City bowl;6;3;No
5840.54;16.29;Summer;3.08;59;3;Southern suburbs;4;2;No
8729.07;19.46;Summer;5.2;69;2;Southern suburbs;4;2;Yes
7199.33;13.13;Summer;3.77;66;1;Atlantic seaboard;3;2;No
5599.62;15.61;Autumn;4.41;75;2;Bloubergstrand region;4;2;Yes
7297.11;16.49;Summer;3.33;58;3;Atlantic seaboard;3;2;No
5748.85;11.02;Summer;4;63;3;Atlantic seaboard;6;1;Yes
6289.84;16.59;Spring;5.77;69;1;Atlantic seaboard;1;3;Yes
6728.71;9.87;Autumn;4.95;78;2;Atlantic seaboard;4;3;No
5717.21;15.31;Autumn;4.94;66;1;Bloubergstrand region;3;1;No
8687.06;15.01;Autumn;4.09;67;3;Atlantic seaboard;6;3;No
8274.64;14.84;Summer;4.83;65;1;Bloubergstrand region;3;3;No
5791.34;9.95;Summer;3.16;55;1;Bloubergstrand region;3;3;Yes
3485.85;15.06;Autumn;4.89;71;3;City bowl;6;3;Yes
4978.94;14.73;Autumn;5.14;96;4;Bloubergstrand region;6;3;No
9660.51;16.38;Spring;4.63;81;3;Atlantic seaboard;6;3;Yes
7954.16;16.08;Summer;4.38;68;2;Bloubergstrand region;4;2;No
4060.15;17.25;Spring;3.81;67;2;Bloubergstrand region;3;2;No
7060.33;14.35;Summer;3.75;60;2;City bowl;4;2;No
4007.3;13.23;Autumn;3.52;72;2;Bloubergstrand region;3;1;No
5509.21;11.55;Summer;4.02;63;2;Atlantic seaboard;3;1;No
4283.6;13.88;Winter;4.55;73;1;City bowl;3;1;No
5641.73;15.36;Winter;5.82;77;2;Bloubergstrand region;4;2;Yes
4937.57;18.67;Summer;3.97;72;1;Bloubergstrand region;3;2;Yes
5661.36;16.04;Summer;4.73;67;2;City bowl;3;2;Yes
7498.77;15.37;Summer;5.8;58;3;Bloubergstrand region;4;3;No
6228.07;15.26;Summer;3.93;74;2;Southern suburbs;3;2;Yes
5125;16.64;Autumn;3.82;68;1;Atlantic seaboard;3;2;No
5968.79;12.65;Spring;4.04;78;3;City bowl;6;2;Yes
5807.64;11.51;Summer;3.42;68;1;Atlantic seaboard;3;1;No
5729.17;18.09;Summer;5.01;64;3;Atlantic seaboard;6;2;No
4603.11;18.21;Summer;3.64;66;2;City bowl;4;1;No
5525.01;13.57;Autumn;3.01;73;2;Southern suburbs;4;3;Yes
4835.74;10.24;Autumn;2.85;72;3;Southern suburbs;5;2;No
7409.99;20.21;Summer;4.31;63;3;Atlantic seaboard;4;2;No
6484.41;11.48;Summer;4.4;72;2;City bowl;4;2;No
5695.62;14.9;Summer;5.01;72;3;Atlantic seaboard;6;3;No
5767.79;20.72;Summer;5.09;66;1;City bowl;3;1;No
4397.7;9.77;Summer;4.34;56;3;Atlantic seaboard;6;3;No
5970.25;20.32;Summer;4.92;80;3;City bowl;4;2;Yes
5857.65;18.54;Summer;3.69;62;2;Atlantic seaboard;4;2;No
4372.98;18.81;Winter;3.99;78;3;Southern suburbs;3;3;Yes
3589.14;14.5;Summer;4.25;79;2;Atlantic seaboard;4;2;No
5645.79;13.22;Summer;3.13;51;3;Southern suburbs;5;2;Yes
4552.41;11.19;Autumn;3.48;68;2;City bowl;4;1;No
5065.5;13.42;Summer;5.29;71;2;Atlantic seaboard;4;3;No
6524.89;14.8;Autumn;5.28;75;3;Southern suburbs;5;2;Yes
7416.82;16.12;Summer;5.35;72;3;Atlantic seaboard;6;3;Yes
6142.36;11.73;Summer;4.54;70;2;Atlantic seaboard;4;2;No
3759.42;15.89;Autumn;4.63;80;2;City bowl;2;2;Yes
6442.97;17.74;Summer;3.35;64;1;Atlantic seaboard;3;2;Yes
6780.71;14.73;Spring;4.53;65;3;City bowl;5;2;No
5371.38;21.15;Summer;5.64;76;1;Bloubergstrand region;3;2;Yes
4811.87;9.84;Spring;3.81;64;1;City bowl;3;2;No
4863.68;12.4;Autumn;3.99;65;1;Atlantic seaboard;3;2;No
4311.92;18.4;Summer;3.84;63;2;Bloubergstrand region;4;2;Yes
6205.63;18.32;Spring;5.4;74;3;Atlantic seaboard;6;2;No
5736.8;18.09;Summer;4.2;68;2;City bowl;4;3;No
5331.98;14.64;Winter;4.17;59;2;Atlantic seaboard;4;3;No
9312.82;11.8;Autumn;4.3;69;3;Southern suburbs;4;3;Yes
4529.97;19.01;Summer;4;65;2;Atlantic seaboard;4;2;Yes
7748.9;13.76;Autumn;5.35;85;3;Atlantic seaboard;4;2;No
4533.28;19.42;Autumn;4.54;68;2;Bloubergstrand region;4;2;No
6581.1;16.88;Summer;4.87;77;2;Atlantic seaboard;3;1;No
5263.85;17.64;Summer;4.77;80;2;City bowl;4;2;Yes
8783.12;15.06;Summer;4.87;74;1;City bowl;3;2;No
5029.38;15.46;Autumn;5.52;70;2;Atlantic seaboard;4;3;No
5610.37;17.25;Spring;4.26;76;2;City bowl;4;2;Yes
5021.53;23.54;Summer;5.19;81;3;Atlantic seaboard;6;2;No
6048.15;12.97;Spring;3.63;69;2;Atlantic seaboard;4;3;No
7168.25;8.15;Summer;3.76;62;3;Bloubergstrand region;4;2;Yes
6294.19;19.71;Autumn;5.35;85;3;Atlantic seaboard;6;2;Yes
5271.52;8.87;Summer;3.87;58;2;Atlantic seaboard;2;2;Yes
6310.67;14.32;Autumn;4.45;62;1;City bowl;-1;2;Yes
5600.18;16.89;Summer;4.92;67;1;City bowl;3;2;No
5364;10;Winter;3.76;60;2;Atlantic seaboard;4;2;Yes
6310.18;13.13;Summer;3.45;62;1;City bowl;3;2;Yes
9461.35;14.68;Summer;4.08;75;3;Atlantic seaboard;6;3;Yes
5734.09;15.76;Autumn;3.49;73;2;Atlantic seaboard;4;2;Yes
6202.05;13.93;Summer;4.94;77;2;Atlantic seaboard;4;1;No
5105.56;9.02;Autumn;3.45;67;2;Bloubergstrand region;4;1;Yes
4550.68;14.54;Summer;4.87;71;2;Atlantic seaboard;4;2;No
4022.8;11.84;Autumn;4.68;74;2;City bowl;4;1;No
4518.18;12.93;Winter;5.17;67;3;Atlantic seaboard;6;3;Yes
3905.92;15.82;Autumn;4.9;74;3;City bowl;5;2;No
7370.52;14.47;Spring;3.86;73;3;Bloubergstrand region;6;1;Yes
4196.73;16.63;Autumn;4.42;67;1;City bowl;3;2;Yes
11243.05;15.03;Autumn;3.48;73;2;City bowl;4;3;No
5962.62;14.97;Autumn;3.67;78;3;City bowl;6;3;No
6730.17;11.97;Summer;3.74;62;2;Atlantic seaboard;4;2;No
7064.99;19.92;Spring;4.2;65;2;Southern suburbs;4;3;No
6557.01;22.56;Spring;3.55;74;3;Bloubergstrand region;6;3;Yes
4879.33;20.02;Winter;4.63;66;3;City bowl;6;3;Yes
4408.58;12.2;Summer;4.02;68;3;Atlantic seaboard;4;1;Yes
7934.14;10.19;Summer;4.84;75;3;City bowl;6;2;No
6887.23;14;Spring;4.72;71;1;Atlantic seaboard;3;1;No
4692.56;19.68;Summer;4.22;73;2;Bloubergstrand region;4;2;No
5167.59;17.28;Autumn;3.79;75;2;City bowl;4;2;Yes
9155.01;19.45;Summer;4.04;65;2;City bowl;4;1;Yes
4617.43;15.43;Winter;3.57;68;2;Southern suburbs;4;2;Yes
4054.41;12.56;Spring;5.17;77;3;Bloubergstrand region;6;2;No
5319.46;9.4;Summer;3.83;62;1;Bloubergstrand region;3;1;Yes
6181.63;14.01;Spring;2.91;68;3;Southern suburbs;6;2;No
6165.73;12.51;Autumn;3.7;66;2;Southern suburbs;4;2;Yes
5998.6;12.42;Autumn;5.55;60;3;Atlantic seaboard;4;2;No
5309.23;15.39;Summer;4.05;57;1;City bowl;3;2;Yes
5692.58;9.65;Summer;3.95;67;2;Bloubergstrand region;4;2;Yes
5371.89;12.36;Summer;4.98;65;2;City bowl;4;3;No
6927.32;17.22;Spring;5.78;81;2;Bloubergstrand region;0;3;No
7329.76;13.17;Summer;2.96;67;2;Southern suburbs;4;2;Yes
5695.41;16.93;Summer;5.61;64;2;Bloubergstrand region;4;3;No
4973.3;14.05;Summer;4.28;75;1;City bowl;3;3;No
5131.6;15.25;Spring;4.74;84;2;Atlantic seaboard;4;2;No
5350.59;13.77;Autumn;4.71;59;1;Southern suburbs;3;3;No
6554.27;13.17;Summer;3.92;63;1;City bowl;3;2;Yes
5618.8;16.97;Summer;4.59;69;1;City bowl;3;1;No
5076.14;11.05;Autumn;5.06;76;3;Atlantic seaboard;6;2;No
8067.42;18.42;Summer;3.54;77;2;City bowl;3;3;No
5335.51;15.17;Autumn;3;66;2;City bowl;4;2;No
7235.08;15.99;Summer;3.5;62;3;Southern suburbs;6;2;No
5585.5;10.12;Summer;4.22;65;1;Atlantic seaboard;3;3;Yes
3942.46;22.03;Summer;5.17;66;3;Atlantic seaboard;6;2;No
5548.17;14.36;Winter;3.38;61;1;Atlantic seaboard;3;1;No
5137.12;8.91;Summer;4.45;59;1;Atlantic seaboard;3;2;No
4661.63;18.66;Autumn;4;67;2;Bloubergstrand region;4;3;No
3891.42;14.95;Summer;4.81;69;1;City bowl;3;3;Yes
6100.88;12.23;Autumn;3.82;77;1;City bowl;2;1;No
5207.59;10.74;Spring;4.88;59;1;Bloubergstrand region;3;1;No
5043.46;16.39;Spring;3.87;67;3;Atlantic seaboard;6;3;No
4749.17;19.49;Summer;5.16;72;2;City bowl;3;3;Yes
5272.66;17.87;Winter;5.18;74;3;Atlantic seaboard;6;2;Yes
5425.22;9.81;Autumn;3.88;67;2;Southern suburbs;4;2;No
6756.65;14.33;Spring;4.14;67;1;Atlantic seaboard;2;2;No
5664.52;21.14;Autumn;4.55;67;1;Atlantic seaboard;3;2;Yes
7176.92;13.95;Summer;4.99;68;2;Southern suburbs;4;2;Yes
4925.58;15.01;Summer;4.42;76;3;City bowl;6;3;No
3958.5;13.42;Summer;3.48;68;2;Southern suburbs;4;1;No
3295.09;11.85;Summer;4.39;77;2;City bowl;4;2;No
5563.71;13.92;Summer;4.84;75;2;Bloubergstrand region;4;2;Yes
5232.82;11.58;Summer;3.41;49;2;Atlantic seaboard;4;3;Yes
8017.29;15.75;Summer;4.98;84;2;City bowl;4;2;No
6605.38;18.22;Spring;5.45;67;3;Atlantic seaboard;5;3;No
6116.12;12.79;Summer;3.93;69;3;City bowl;3;2;Yes
6053.7;11;Spring;2.99;63;1;City bowl;3;2;No
6240.82;17.61;Winter;5.73;77;2;City bowl;4;2;Yes
6782.22;10.37;Autumn;3.76;64;2;City bowl;4;2;Yes
4466.55;10.15;Autumn;3.75;54;1;Atlantic seaboard;3;1;No
7669.93;9.39;Summer;4.17;58;1;Atlantic seaboard;3;2;Yes
5779.18;14.51;Summer;5.35;69;2;Atlantic seaboard;4;3;Yes
5891.42;16.42;Summer;3.7;82;2;Bloubergstrand region;4;3;No
6464.28;16.75;Spring;4.31;80;3;Atlantic seaboard;4;3;No
14194.83;12.63;Winter;4.64;61;3;Atlantic seaboard;5;2;Yes
4850.41;17.6;Summer;4.91;68;1;City bowl;3;2;No
10258.69;17.45;Autumn;4.78;88;2;Atlantic seaboard;4;2;No
6526.16;13.32;Summer;3.4;71;2;City bowl;3;2;No
3952.69;21.4;Spring;4.18;79;3;City bowl;6;1;No
5138.73;12.06;Autumn;4.05;66;3;Atlantic seaboard;4;1;No
5061.52;18.07;Spring;4.59;73;3;Bloubergstrand region;6;3;No
5436.23;18.07;Summer;3.25;58;2;Atlantic seaboard;4;2;Yes
5486.94;10.53;Summer;4.54;56;2;Bloubergstrand region;4;3;Yes
8610.99;11.72;Summer;4.48;58;2;Atlantic seaboard;4;2;No
5827.53;17.01;Summer;3.9;63;1;City bowl;3;2;No
6853.86;15.32;Winter;4.43;83;1;Southern suburbs;1;1;No
5530.21;14.83;Winter;3.5;68;1;Southern suburbs;2;1;Yes
5750;10.55;Summer;3.12;70;2;Southern suburbs;4;3;Yes
7356.68;11.43;Spring;4.85;72;3;Atlantic seaboard;6;2;No
9853.6;15.17;Spring;4.35;78;2;City bowl;4;2;Yes
4965.62;15.69;Summer;3.67;71;2;Bloubergstrand region;3;1;No
7290.11;12.42;Summer;4.46;61;2;Atlantic seaboard;2;1;No
3882.28;17.2;Winter;4.06;70;2;Southern suburbs;4;1;Yes
9642.98;22.33;Autumn;4.66;69;1;City bowl;3;3;No
6824.02;22.82;Summer;5.33;66;1;City bowl;3;1;Yes
7044.81;13.23;Autumn;4.88;61;3;Southern suburbs;5;2;Yes
5324.27;11.49;Winter;4.25;64;1;City bowl;3;1;Yes
7022.48;15.66;Summer;3.79;84;2;Atlantic seaboard;3;3;No
4162.91;20.87;Autumn;5.45;67;2;Atlantic seaboard;4;1;Yes
5492.58;17.31;Spring;4.93;85;2;Bloubergstrand region;4;3;Yes
4309.76;16.94;Summer;4.44;66;2;City bowl;4;2;No
6183.53;15.46;Summer;4.49;67;1;City bowl;3;3;No
6352.85;9.6;Summer;4.55;73;1;Bloubergstrand region;3;2;No
7567.34;15.45;Winter;4.38;72;3;Atlantic seaboard;6;3;Yes
4926.52;14.78;Spring;4.16;69;3;Bloubergstrand region;4;2;No
6521.67;17.86;Spring;5.98;80;2;Atlantic seaboard;4;3;No
7289.95;12.9;Winter;5.52;69;3;Atlantic seaboard;6;3;Yes
6983.45;13.25;Spring;3.78;78;1;Southern suburbs;3;1;No
5671.12;7.68;Summer;3.11;68;1;Southern suburbs;3;2;Yes
5642.67;17.74;Autumn;4.65;80;2;City bowl;4;2;No
6649.65;7.41;Summer;3.71;60;2;City bowl;4;2;No
4593.5;10.26;Summer;4.03;66;2;City bowl;3;2;No
4727.77;10.3;Spring;4.06;71;2;Atlantic seaboard;4;1;Yes
6523.73;13.71;Summer;5.08;66;3;Bloubergstrand region;6;3;No
5890.55;12.57;Summer;5.69;88;4;Atlantic seaboard;6;2;No
5610.59;16.97;Summer;4.05;65;3;Atlantic seaboard;5;3;Yes
6735.29;13.59;Autumn;3.57;63;3;Southern suburbs;3;2;No
6020.22;14.5;Autumn;4;75;2;Bloubergstrand region;4;2;No
6209.38;16.57;Summer;3.88;74;2;City bowl;4;2;Yes
4723.88;16.44;Summer;5.03;72;3;City bowl;6;3;No
5420.34;14.52;Autumn;4.65;67;2;City bowl;4;3;No
8181.39;17.49;Autumn;4.01;64;1;Atlantic seaboard;3;2;Yes
6742.74;20.26;Summer;4.61;76;2;City bowl;4;2;Yes
4819.11;16.48;Autumn;4.16;71;2;Atlantic seaboard;2;1;Yes
12055.06;18.08;Autumn;5.37;72;2;Southern suburbs;4;3;Yes
3920.65;14.73;Summer;3.07;68;1;Bloubergstrand region;3;2;No
5020.45;12.59;Winter;4.47;66;2;Southern suburbs;4;2;No
5753.5;13.72;Autumn;3.47;61;2;Bloubergstrand region;4;2;No
5629.73;8.54;Summer;3.72;61;2;Bloubergstrand region;0;2;No
4863.19;13.15;Summer;4.16;70;2;City bowl;4;2;No
5567.25;13.86;Winter;4.21;66;1;City bowl;3;2;Yes
7453.56;21.23;Spring;5.05;67;1;City bowl;3;3;No
4878.3;14.77;Summer;3.71;62;2;Southern suburbs;4;2;No
4114.25;12.19;Summer;4.15;71;2;City bowl;3;2;No
6693.34;13.83;Summer;5.62;74;2;Bloubergstrand region;4;1;Yes
9171.1;12.41;Summer;4.3;78;2;Bloubergstrand region;2;2;Yes
8517.31;15.66;Winter;2.27;57;1;Southern suburbs;1;1;Yes
7096.91;13.93;Summer;3.59;75;2;Atlantic seaboard;3;2;Yes
5272.62;19.57;Spring;5.53;63;2;Atlantic seaboard;4;3;No
5008.05;17.76;Autumn;3.61;64;3;Atlantic seaboard;6;2;No
5195.6;19.5;Summer;3.59;79;2;Bloubergstrand region;4;2;No
6089.23;15.74;Autumn;4.39;75;2;Atlantic seaboard;4;3;Yes
5086.16;16.58;Spring;4.13;61;1;Atlantic seaboard;3;1;No
6543.06;17.62;Autumn;5.09;81;2;Atlantic seaboard;4;2;No
4264.24;14.36;Summer;4.27;67;1;Bloubergstrand region;3;1;No
6800.23;15.19;Spring;3.41;60;1;Atlantic seaboard;3;2;No
6185.62;12.51;Summer;3.42;79;3;Southern suburbs;6;3;No
3685.73;12.65;Spring;4.22;75;2;City bowl;4;2;No
5911.4;16.07;Spring;5.16;66;3;Atlantic seaboard;3;3;No
5216.28;6.8;Summer;4.52;63;2;City bowl;4;3;No
4873.54;14.41;Summer;5.07;66;2;City bowl;4;1;No
5833.71;15.52;Autumn;3.63;67;2;Atlantic seaboard;4;2;Yes
6609.37;18.05;Summer;4.47;70;3;Atlantic seaboard;6;3;No
5865.63;14.17;Winter;4.04;72;2;City bowl;4;2;No
6247.75;19.51;Winter;5.02;77;2;Atlantic seaboard;4;1;Yes
5590.93;11.34;Summer;4.63;71;2;Bloubergstrand region;0;1;Yes
5781.73;20.34;Summer;4.69;83;2;Southern suburbs;3;2;No
5357.79;16.8;Autumn;5.95;77;1;Bloubergstrand region;3;2;Yes
6508.43;16.04;Spring;5.08;65;1;City bowl;2;2;No
6421.51;15.14;Autumn;4.1;58;2;City bowl;4;2;No
7687.3;13.87;Summer;4.87;68;3;City bowl;3;3;No
5009.09;15.29;Spring;5.48;76;3;City bowl;6;2;No
7524.44;9.31;Summer;4.15;65;2;Bloubergstrand region;4;3;Yes
3066.23;15.24;Summer;4.88;78;2;City bowl;3;2;No
4884.86;19.57;Spring;5.09;68;2;City bowl;4;2;No
7153.4;11.15;Winter;2.47;70;2;Southern suburbs;4;2;No
7105.78;9.11;Spring;4.88;67;3;Atlantic seaboard;6;1;No
6443.45;17.94;Autumn;4.15;69;2;Atlantic seaboard;4;2;Yes
5066.89;15.58;Summer;4.38;60;3;City bowl;4;3;Yes
4737.2;23.6;Summer;4.44;55;3;Southern suburbs;6;3;Yes
4399.22;5.65;Autumn;4.66;71;2;City bowl;4;2;Yes
4030.95;12.83;Summer;4.49;60;1;City bowl;3;2;No
6120.83;13.33;Summer;3.87;73;3;Southern suburbs;5;2;No
7057.6;10.04;Spring;4.23;58;1;City bowl;3;3;No
4508.01;18.3;Summer;4.25;65;2;City bowl;4;2;No
7069.32;15.56;Spring;4.26;77;2;Southern suburbs;3;2;No
7260.75;15.79;Summer;4.83;68;1;City bowl;3;2;Yes
7432.59;16.06;Autumn;5.1;70;1;Southern suburbs;3;2;No
6612.34;11.61;Summer;3.74;72;2;Southern suburbs;4;1;No
4891.7;13.05;Autumn;4.54;52;2;Atlantic seaboard;4;3;No
5857.55;13.88;Summer;4.26;62;2;City bowl;4;2;Yes
4752.88;15.94;Spring;5.35;65;3;City bowl;6;2;No
6050.14;8.92;Winter;3.93;66;1;City bowl;3;1;No
6540.97;15.52;Summer;4.03;69;1;City bowl;3;1;Yes
5872.38;15.97;Autumn;4.21;82;2;Southern suburbs;4;1;No
4950.77;15.39;Summer;5.1;70;1;Bloubergstrand region;3;3;No
6063.9;10.71;Summer;5.28;82;2;City bowl;4;3;No
6138.65;12.73;Autumn;3.77;57;2;Southern suburbs;4;3;No
